UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
202435,Case Western Reserve University,"10900 Euclid Ave, Cleveland, Ohio 44106",Cleveland,OH,44106,-81.609596,41.507419,,Information not available,Art,1,0,0,1,0,2,3,12600,82,11,71," $391,173.00 "," $391,173.00 ", $-   ," $332,890.00 ",70,www.case.edu/,"4-year, Private not-for-profit",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Large,Yes,12201,6017,86%,NA,Fall 2016,"$38,279",-,201645,00302400,32745,2028.27,967.09,1061.18,1.80,33.33,55.24,0.25,6.78,0.07,1571.00,38527.73,7501.09,24985.27,5918.64,37.39,43.62,42.69,17.32,25.33,3.28,11.40,8.05,10.55,61.47,13.80,3.12,26.30,853.27,85.96,10.69,0.00,16.46,3.35
198613,Catawba College,"2300 W Innes St, Salisbury, North Carolina 28144",Salisbury,NC,28144,-80.482751,35.691443,13,Education,Education,1,1,0,1,0,1,1,40400,341,184,157," $28,593,798.00 "," $28,593,798.00 ", $-   ," $2,493,385.00 ",46,www.catawba.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,Suburb: Midsize,Yes,1172,1094,56%,NA,Fall 2016,"$19,701",-,198215,00291400,44986,3490.33,1727.50,1762.83,5.68,53.80,37.52,0.05,1.05,0.00,2684.00,42483.83,10460.17,21927.50,3578.33,21.35,29.92,25.75,21.90,21.82,8.43,22.08,10.62,1.00,79.35,3.23,3.28,20.90,1426.50,84.40,11.28,0.00,12.42,4.32
198622,Catawba Valley Community College,"2550 Hwy 70 SE, Hickory, North Carolina 28602-0699",Hickory,NC,28602,-81.28792,35.699732,,Information not available,Art,1,0,0,1,0,2,3,2128,4989,1714,3275," $36,605,176.00 "," $34,439,202.00 "," $2,165,974.00 "," $16,754,380.00 ",51,www.cvcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Small,No,4172,4172,31%,17%,Fall 2019,"$11,285",-,198233,00531800,49008,4542.57,2148.86,2393.71,6.61,73.44,14.33,0.63,3.23,0.00,3402.57,46266.57,9122.29,21350.86,2532.86,19.43,25.63,26.23,20.96,18.96,7.89,25.97,8.27,0.64,85.57,1.56,0.87,20.86,2049.43,80.31,12.43,0.09,9.30,7.16
202453,Cedarville University,"251 N. Main Street, Cedarville, Ohio 45314-0601",Cedarville,OH,45314,-83.814692,39.749237,,Information not available,Art,1,0,0,1,0,2,3,#N/A,53,43,10," $409,500.00 "," $409,500.00 ", $-   ," $409,500.00 ",70,https://www.cedarville.edu/,"4-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - professional practice,Town: Fringe,Yes,4960,4533,75%,NA,Fall 2016,"$25,462",-,201654,00302500,59898,4100.00,1968.00,2132.00,0.80,95.20,0.00,1.70,0.10,0.00,3161.00,53438.00,6741.00,22666.00,2654.00,12.00,16.20,27.10,19.50,17.90,10.80,24.60,11.30,0.80,84.30,0.80,0.80,32.20,1811.00,83.60,11.00,0.00,9.30,5.40
457466,Center for Massage,"16 Eagle Street, Suite 100, Asheville, North Carolina 28801",Asheville,NC,28801,-82.55114,35.593919,,Information not available,Art,1,0,0,1,0,2,3,#N/A,64,49,15," $192,895.00 "," $192,895.00 ", $-   ," $192,895.00 ",61,centerformassage.com/,"< 2-year, Private for-profit",Less than one year certificate,City: Small,No,49,49,76%,NA,2019-20,"$17,352",Massage Therapy/Therapeutic Massage,455910,04129400,44860,2330.67,1106.50,1224.17,2.37,75.27,17.88,0.57,1.60,0.00,1951.83,43529.00,10202.17,34272.50,6631.17,18.35,14.33,46.12,20.48,22.27,4.08,7.08,9.48,3.33,63.23,8.98,1.78,16.53,1221.17,81.08,9.88,0.00,3.93,9.07
198640,Central Carolina Community College,"1105 Kelly Dr, Sanford, North Carolina 27330-9840",Sanford,NC,27330,-79.143553,35.471864,,Information not available,Art,1,0,0,1,0,2,3,2432,655,208,447," $2,950,875.00 "," $2,950,875.00 ", $-   ," $1,590,989.00 ",64,www.cccc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,No,5231,5231,33%,14%,Fall 2019,"$6,311",-,198251,00544900,55090,4879.33,2359.78,2519.56,18.43,56.20,22.08,0.14,1.00,0.04,3361.44,49736.67,7433.67,23641.22,3014.33,19.57,24.93,30.96,21.20,17.37,10.38,20.10,11.38,0.26,83.21,1.26,0.60,23.46,2302.00,79.69,15.06,0.36,6.84,4.89
202480,Central Ohio Technical College,"1179 University Drive, Newark, Ohio 43055-1767",Newark,OH,43055,-82.447441,40.069314,13,Education,Education,1,0,0,0,1,1,2,46170,745,335,410," $235,921,677.00 "," $235,921,677.00 ", $-   ," $5,903,916.00 ",15,www.cotc.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,Suburb: Small,No,2614,2614,30%,17%,Fall 2016,"$10,103",-,201672,01104600,55862,4495.19,2167.44,2327.75,0.75,93.20,2.28,0.06,0.45,0.00,3406.88,45340.31,5653.88,23236.88,2841.31,18.68,28.26,27.91,25.51,22.28,8.22,16.06,10.58,0.49,82.78,2.14,1.38,23.18,2065.56,83.74,10.28,0.06,8.18,5.90
198668,Central Piedmont Community College,"1201 Elizabeth Avenue, Charlotte, North Carolina 28204",Charlotte,NC,28204,-80.829796,35.217774,,Information not available,Art,1,0,0,1,0,2,3,2432,111,13,98," $6,339,977.00 "," $6,282,485.00 "," $57,492.00 "," $3,422,132.00 ",51,www.cpcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Large,No,17694,17694,23%,30%,Fall 2019,"$6,608",-,198260,00291500,72500,1353.33,641.67,711.67,3.15,87.65,5.45,0.00,2.05,0.00,1130.67,87080.50,20707.00,67448.00,10088.00,8.85,9.40,65.30,25.00,5.95,0.80,2.95,4.50,1.75,77.10,2.95,2.95,17.85,820.00,88.40,4.85,0.00,3.05,6.80
202514,Central School of Practical Nursing,"4700 Rockside Road, Summit I, Suite 250, Independence, Ohio 44131-0000",Independence,OH,44131,-81.656988,41.397093,13,Education,Education,1,0,0,1,0,1,1,34556,133,111,22," $12,342,347.00 "," $12,342,347.00 ", $-   ," $1,403,634.00 ",53,https://www.cspnohio.edu/,"< 2-year, Private not-for-profit",One but less than two years certificate,Suburb: Large,No,37,37,31%,NA,2019-20,"$18,792",Licensed Practical/Vocational Nurse Training,201681,01224800,88669,3186.50,1567.50,1619.00,1.63,95.03,1.10,0.03,1.32,0.00,2585.67,78620.00,10119.67,38685.00,4420.33,4.23,2.95,48.98,24.67,11.58,6.07,8.70,5.87,0.63,88.85,0.62,0.78,24.08,1674.33,82.00,13.85,0.10,4.93,4.05
202523,Central State University,"1400 Brush Row Rd, Wilberforce, Ohio 45384-1004",Wilberforce,OH,45384,-83.880186,39.715787,13,Education,Education,1,0,0,1,0,1,1,60000,136,53,83," $78,128,349.00 "," $78,128,349.00 ", $-   ," $1,706,707.00 ",14,https://www.centralstate.edu/,"4-year, Public",One but less than two years certificate;Bachelor's degree;Master's degree,Rural: Fringe,Yes,5434,5406,25%,34%,Fall 2016,"$10,194",-,201690,00302600,68889,3248.50,1652.50,1596.00,0.50,97.00,0.35,0.00,0.80,0.00,2500.50,55827.50,7070.00,25526.50,2202.00,8.65,12.70,31.80,19.15,13.80,10.40,24.90,12.65,0.00,81.65,1.20,0.50,27.15,1506.50,78.05,15.35,0.00,6.00,6.65
491181,Chamberlain University-North Carolina,"2015 Ayrsley Town Boulevard, Suite 204, Charlotte, North Carolina 28273",Charlotte,NC,28273,-80.931971,35.13766,,Information not available,Art,1,0,0,1,0,2,3,#N/A,2,1,1," $3,300,787.00 "," $3,300,787.00 ", $-   ," $1,907,192.00 ",70,https://www.chamberlain.edu/,"4-year, Private for-profit",Bachelor's degree,City: Large,No,268,268,100%,NA,Fall 2016,"$33,562",-,489344,00638519,75126,4793.73,2343.91,2449.82,18.12,36.35,35.60,0.17,6.26,0.21,3120.73,69118.60,10673.90,32121.30,3817.70,8.60,11.08,38.02,27.15,14.39,9.45,11.04,8.96,2.64,79.95,1.03,1.17,24.98,2732.73,87.10,7.63,0.20,7.51,5.06
455460,Chamberlain University-Ohio,"4111 Worth Avenue, Columbus, Ohio 43219",Columbus,OH,43219,-82.912163,40.054055,,Information not available,Art,1,0,0,1,0,2,3,#N/A,157,26,131," $904,360.00 "," $904,360.00 ", $-   ," $695,769.00 ",81,https://www.chamberlain.edu/,"4-year, Private for-profit",Bachelor's degree,City: Large,No,537,537,11%,67%,Fall 2016,"$32,150",-,454236,00638501,44535,3469.25,1613.75,1855.50,6.23,21.45,64.64,0.35,1.95,0.00,2294.50,37397.36,5868.91,20063.18,2807.27,29.59,45.01,29.53,24.40,24.61,4.35,17.11,10.46,7.79,73.84,1.79,2.54,21.56,1515.25,83.15,12.93,0.18,10.31,3.75
446260,Charlotte Christian College and Theological Seminary,"7520 East Independence Blvd, Suite 100, Charlotte, North Carolina 28227-9446",Charlotte,NC,28227,-80.737194,35.159664,,Information not available,Art,1,0,0,1,0,2,3,#N/A,137,8,129," $2,695,834.00 "," $2,695,834.00 ", $-   ," $2,218,595.00 ",36,www.charlottechristian.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree;Doctor's degree - professional practice,City: Large,No,113,44,25%,NA,Fall 2016,NA,-,444778,03827300,65198,4921.85,2372.77,2549.08,20.45,40.94,32.10,0.36,3.54,0.00,3013.31,53838.08,7747.15,23440.62,2957.38,16.24,22.27,28.65,26.08,20.29,11.81,13.21,12.48,2.29,78.92,0.62,0.74,29.33,2390.62,85.84,8.48,0.00,6.47,5.68
#N/A,Choffin Career and Technical Center,"200 E Wood St., Youngstown, Ohio 44503-1600",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Art,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,www.choffinctcadulted.com/,"< 2-year, Public",One but less than two years certificate,City: Small,No,34,34,96%,NA,2019-20,"$10,354",-,201803,00747300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
198677,Chowan University,"One University Place, Murfreesboro, North Carolina 27855",Murfreesboro,NC,27855,-77.099141,36.436258,13,Education,Education,1,0,0,1,0,2,3,7560,20,6,14," $124,784.00 "," $124,784.00 ", $-   ," $109,989.00 ",75,https://www.chowan.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree,Town: Distant,Yes,886,800,25%,34%,Fall 2016,"$17,334",-,198303,00291600,42639,5242.00,2675.00,2567.00,1.80,39.35,56.65,0.15,0.20,0.00,4238.50,34602.50,4866.00,18267.50,2249.50,23.90,39.05,26.80,21.75,20.60,15.40,15.50,8.05,0.00,86.35,1.30,0.90,25.60,1867.00,69.75,21.65,0.00,8.50,8.65
202806,Cincinnati College of Mortuary Science,"645 W North Bend Rd, Cincinnati, Ohio 45224-1462",Cincinnati,OH,45224,-84.505604,39.206578,13,Education,Education,1,0,0,1,0,2,3,9552,1928,663,1265," $13,017,557.00 "," $12,993,800.00 "," $23,757.00 "," $6,010,591.00 ",36,www.ccms.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree,Suburb: Large,No,101,101,NA,NA,Fall 2016,NA,-,201867,01090600,50339,3506.50,1505.67,2000.83,0.82,33.67,60.20,0.17,0.35,0.78,2480.33,39732.67,8599.33,22656.67,2946.50,26.20,33.40,32.10,25.88,21.92,4.73,15.35,10.08,12.37,71.80,1.18,0.30,28.47,1479.00,83.73,12.18,0.33,9.97,3.73
491996,Cincinnati School of Barbering & Hair Design,"6500 Colerain Avenue, Cincinnati, Ohio 45239",Cincinnati,OH,45239,-84.582563,39.206754,,Information not available,Art,1,0,0,1,0,2,3,#N/A,1,0,1," $224,681.00 "," $224,681.00 ", $-   ," $176,852.00 ",36,cincinnatischoolofbarbering.com/,"2-year, Private for-profit",Two but less than 4 years certificate,Suburb: Large,No,48,48,65%,NA,Fall 2019,"$12,032",Barbering/Barber,490692,04254900,53142,4730.14,2151.43,2578.71,0.86,54.11,40.29,0.10,2.63,0.00,3509.14,47255.71,8574.71,23794.29,3617.29,19.33,30.33,29.81,23.51,23.54,7.69,15.41,10.71,1.80,80.49,1.17,1.01,24.13,2211.00,85.17,11.01,0.00,11.23,3.81
202903,Cincinnati State Technical and Community College,"3520 Central Parkway, Cincinnati, Ohio 45223-2690",Cincinnati,OH,45223,-84.536936,39.149915,13,Education,Education,1,0,0,1,0,1,1,6500,27,16,11," $1,262,810.00 "," $1,128,336.00 "," $134,474.00 "," $475,446.00 ",52,www.cincinnatistate.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Large,No,8404,8404,17%,19%,Fall 2016,"$9,088",-,201928,01034500,45105,2226.60,1086.00,1140.60,3.96,55.34,37.74,0.20,0.34,0.12,1648.40,37275.40,7004.60,26020.40,3962.40,30.66,44.54,43.48,21.98,20.56,5.08,8.90,9.96,10.36,72.48,1.92,1.44,22.90,1114.60,80.74,11.98,0.08,8.44,7.20
203030,Clark State College,"570 E Leffel Ln, Springfield, Ohio 45501-0570",Springfield,OH,45501,-83.799788,39.896411,,Information not available,Art,1,0,0,1,0,2,3,#N/A,110,12,98," $315,302.00 "," $315,302.00 ", $-   ," $315,302.00 ",64,https://www.clarkstate.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Small,No,4703,4703,32%,26%,Fall 2016,"$8,192",-,201973,00485200,77802,4476.54,2092.15,2384.38,2.21,83.55,6.78,0.12,3.97,0.04,3391.00,68748.38,11885.54,40679.15,5026.08,8.37,12.25,50.52,22.52,14.76,3.48,8.73,6.76,0.90,85.72,0.92,0.45,20.45,2189.85,80.15,14.56,0.08,3.71,5.22
417628,Cleveland Clinic Health System-School of Diagnostic Imaging,"18901 Lakeshore Blvd, Euclid, Ohio 44119",Euclid,OH,44119,-81.548554,41.598918,,Information not available,Art,1,0,0,1,0,2,3,#N/A,0,0,0," $298,157.00 "," $298,157.00 ", $-   ," $104,087.00 ",74,www.clevelandclinic.org/sodi,"2-year, Private not-for-profit",Two but less than 4 years certificate,Suburb: Large,No,37,37,NA,NA,Fall 2019,NA,-,411754,00510200,39428,3381.00,1714.50,1666.50,1.15,46.35,50.40,0.00,0.00,0.00,2689.00,38177.00,6996.00,23053.00,4580.50,25.90,35.55,37.45,23.85,18.70,7.40,12.55,9.25,7.20,76.90,1.45,1.40,24.45,1428.50,79.75,15.70,0.00,13.85,4.60
198695,Cleveland Community College,"137 S Post Rd, Shelby, North Carolina 28152-6224",Shelby,NC,28152,-81.492856,35.279833,13,Education,Education,1,0,0,1,0,1,1,36636,571,204,367," $74,757,769.00 "," $74,751,773.00 "," $5,996.00 "," $2,681,681.00 ",12,www.clevelandcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Fringe,No,1946,1946,34%,NA,Fall 2019,"$1,181",-,198321,00808200,46119,4447.71,2150.86,2296.86,4.43,76.26,17.31,0.00,0.44,0.00,3371.71,45289.14,7960.71,20847.86,3121.00,17.40,20.94,31.77,23.07,14.67,9.60,20.87,8.23,0.61,87.10,1.99,0.29,24.29,1786.14,81.34,13.64,0.19,10.79,4.83
203067,Cleveland Institute of Art,"11610 Euclid Avenue, Cleveland, Ohio 44106-1710",Cleveland,OH,44106,-81.602416,41.510435,13,Education,Education,1,0,0,1,0,2,3,.,6,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,www.cia.edu/,"4-year, Private not-for-profit",Bachelor's degree,City: Large,Yes,584,584,73%,8%,Fall 2016,"$33,395",-,202046,00398200,32745,2028.27,967.09,1061.18,1.80,33.33,55.24,0.25,6.78,0.07,1571.00,38527.73,7501.09,24985.27,5918.64,37.39,43.62,42.69,17.32,25.33,3.28,11.40,8.05,10.55,61.47,13.80,3.12,26.30,853.27,85.96,10.69,0.00,16.46,3.35
203085,Cleveland Institute of Music,"11021 East Blvd, Cleveland, Ohio 44106-1776",Cleveland,OH,44106,-81.608878,41.512444,13,Education,Education,1,1,0,1,0,1,1,32900,115,85,30," $22,203,739.00 "," $22,203,739.00 ", $-   ," $1,515,366.00 ",32,www.cim.edu/,"4-year, Private not-for-profit",Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree,City: Large,Yes,341,198,83%,10%,Fall 2016,"$29,383",-,202073,00303100,32745,2028.27,967.09,1061.18,1.80,33.33,55.24,0.25,6.78,0.07,1571.00,38527.73,7501.09,24985.27,5918.64,37.39,43.62,42.69,17.32,25.33,3.28,11.40,8.05,10.55,61.47,13.80,3.12,26.30,853.27,85.96,10.69,0.00,16.46,3.35
203128,Cleveland State University,"2121 Euclid Avenue, Cleveland, Ohio 44115-2214",Cleveland,OH,44115,-81.674355,41.502281,13,Education,Education,1,0,0,1,0,1,2,25500,121,67,54," $13,928,867.00 "," $13,928,867.00 ", $-   ," $1,887,208.00 ",46,www.csuohio.edu/,"4-year, Public",Bachelor's degree;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Large,Yes,14385,9776,49%,40%,Fall 2016,"$15,719",-,202134,00303200,19083,1414.67,555.33,859.33,7.07,18.83,71.10,0.23,1.53,0.00,869.00,11610.33,3756.33,10851.00,2716.33,60.83,61.13,16.50,19.43,42.87,3.27,17.93,6.63,22.77,56.03,10.30,3.37,27.63,305.33,88.20,7.20,0.00,29.70,4.60
198710,Coastal Carolina Community College,"444 Western Blvd, Jacksonville, North Carolina 28546-6816",Jacksonville,NC,28546,-77.384785,34.771687,,Information not available,Art,1,0,0,1,0,2,3,1824,236,67,169," $5,104,888.00 "," $4,922,803.00 "," $182,085.00 "," $2,563,997.00 ",55,www.coastalcarolina.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Small,No,3611,3611,38%,19%,Fall 2019,"$9,278",-,198330,00531600,52154,5014.67,2444.00,2570.67,13.83,49.18,27.42,0.42,3.07,0.37,3647.83,42588.67,5782.67,21830.33,3355.83,18.53,26.78,27.42,28.85,24.68,9.45,9.57,12.10,0.40,80.83,1.72,3.18,23.27,1906.33,69.88,25.62,0.43,9.85,4.07
198321,College of the Albemarle,"1208 N Road St, Elizabeth City, North Carolina 27906-2327",Elizabeth City,NC,27906,-76.219765,36.324885,,Information not available,Art,1,0,0,1,0,2,3,2432,714,190,524," $8,224,265.00 "," $5,809,152.00 "," $2,415,113.00 "," $4,467,393.00 ",52,www.albemarle.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,No,2314,2314,42%,15%,Fall 2019,"$3,993",-,197814,00291700,53977,3682.00,1662.00,2020.00,4.60,50.30,38.30,0.20,0.00,0.00,2890.00,41608.00,2506.00,20814.00,2670.00,12.50,11.20,31.50,24.00,19.50,6.20,18.80,0.70,0.00,98.00,0.00,0.00,27.20,1678.00,80.30,16.60,0.00,6.50,3.00
199458,College of Wilmington,"3500 Oleander Drive Suite 1111, Wilmington, North Carolina 28403",Wilmington,NC,28403,-77.906111,34.21396,13,Education,Education,1,0,0,1,0,1,1,16000,42,28,14," $1,322,894.00 "," $1,322,894.00 ", $-   ," $350,969.00 ",59,www.collegeofwilmington.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,152,152,67%,NA,2019-20,"$15,973","Cosmetology/Cosmetologist, General",199078,02205000,47422,5790.56,2702.56,3088.00,6.58,74.23,15.67,0.19,1.63,0.01,4654.33,43580.00,5528.78,28670.22,4105.44,26.32,28.29,35.56,25.53,24.59,6.97,7.34,6.99,1.81,81.02,2.77,1.74,17.92,2915.33,82.29,10.61,0.06,6.31,7.04
#N/A,Collins Career Technical Center,"11627 State Rte 243, Chesapeake, Ohio 45619-0000",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Art,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,www.collins-cc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,Rural: Fringe,No,414,414,71%,29%,Fall 2019,"$6,670",Licensed Practical/Vocational Nurse Training,203614,02196300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
203146,Columbiana County Career and Technical Center,"9364 St Rt 45, Lisbon, Ohio 44432",Lisbon,OH,44432,-80.747828,40.768063,,Information not available,Art,1,0,0,1,0,2,3,#N/A,8,8,0," $1,364,681.00 "," $1,364,681.00 ", $-   ," $528,246.00 ",22,www.ccctc.k12.oh.us/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Town: Distant,No,96,96,77%,NA,2019-20,"$10,613",Licensed Practical/Vocational Nurse Training,202152,02272700,52224,5272.75,2962.00,2310.75,1.45,92.20,3.65,0.33,0.15,0.00,4253.75,45418.50,6807.50,22479.00,3534.75,17.08,28.08,22.68,22.43,18.88,13.23,22.83,8.10,0.15,86.70,0.98,0.78,26.48,2022.50,80.43,11.28,0.20,8.60,8.08
#N/A,Columbus College of Art & Design,"60 Cleveland Ave., Columbus, Ohio 43215",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Art,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,www.ccad.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,City: Large,Yes,972,956,60%,NA,Fall 2016,"$29,238",-,202170,00303900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
203234,Columbus State Community College,"550 E Spring St, Columbus, Ohio 43215",Columbus,OH,43215,-82.98766,39.96887,,Information not available,Art,1,0,0,1,0,2,3,#N/A,65,2,63," $952,769.00 "," $952,769.00 ", $-   ," $724,393.00 ",84,https://www.cscc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Large,No,25129,25129,26%,16%,Fall 2019,"$6,964",-,202222,00686700,67390,2883.33,1432.83,1450.50,3.15,72.95,16.78,0.12,1.77,0.00,2598.50,59618.50,10114.33,50859.00,8089.00,21.13,25.82,57.82,19.72,11.25,1.00,10.22,3.65,3.98,72.38,10.33,4.33,19.78,2060.83,82.30,12.80,0.00,7.00,4.92
198729,Craven Community College,"800 College Ct, New Bern, North Carolina 28562-4900",New Bern,NC,28562,-77.102232,35.111516,,Information not available,Art,2,0,0,0,0,2,3,2432,397,87,310," $6,354,907.00 "," $6,354,907.00 ", $-   ," $4,169,439.00 ",44,https://cravencc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Small,No,2701,2701,39%,17%,Fall 2019,"$6,055",-,198367,00679900,67307,5456.43,2686.43,2770.00,6.00,67.17,21.01,0.47,3.27,0.00,4150.00,55803.29,6643.29,31544.57,4313.86,10.84,14.86,36.21,22.97,18.20,10.24,12.37,9.66,0.17,83.59,1.04,1.43,21.01,2316.43,72.61,22.24,0.23,7.33,4.94
439118,Creative Images Institute of Cosmetology-North Dayton,"7535 Poe Avenue, Dayton, Ohio 45414",Dayton,OH,45414,-84.188407,39.855992,,Information not available,Art,1,0,0,1,0,2,3,#N/A,10,1,9," $1,179,981.00 "," $1,179,981.00 ", $-   ," $1,004,398.00 ",52,www.creativeimages.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,Suburb: Large,No,160,160,72%,NA,Fall 2019,"$13,215","Cosmetology/Cosmetologist, General",434830,03319300,47438,3055.20,1515.00,1540.20,2.46,80.90,13.78,0.00,0.86,0.00,2329.60,35979.00,8263.40,21182.80,3668.20,25.08,39.02,22.32,25.70,20.16,6.26,25.60,9.80,2.26,82.50,1.46,0.00,17.24,1259.60,86.00,11.44,0.00,14.30,2.52
